id,name,phone number,address,Typeofbuilding,budget,dateofcompletion,location,square feet,category
431,Keesha,9190052922,"Kolte Patil Life Republic, Hinjewadi, , Pune, Maharashtra",EducationalBuildings,514800,6/26/2025,"ashwapt nal stop, Karve Road, , Pune, Maharashtra",1300,
432,Kena,9192670083,"Jagtap Patil Sai Laurel Park, Pimple Gurav, , Pune, Maharashtra",EducationalBuildings,514800,07-04-2025,"Kalewadi Phata, , Pune, Maharashtra",1200,
433,Kerani,9193960080,"Atul housing society Ajmera Masuolony Ajmera pimpri, , Pune, Maharashtra",EducationalBuildings,890000,07-12-2025,"Mahindra Antheia, Pimpri Chinchwad, , Pune, Maharashtra",1200,
434,Keshavarthini,9120512749,"Vaishnavi Sahil Vighnesh Residency, Wakad, , Pune, Maharashtra",EducationalBuildings,8290000,7/20/2025,"samrath classic, Katraj, , Pune, Maharashtra",1200,
435,Ketana,9129004365,"Elite Dreams, Hadapsar, , Pune, Maharashtra",EducationalBuildings,13990000,7/28/2025,"Mirchandani Bellagio, Undri, , Pune, Maharashtra",1200,
436,Keyura,9129095876,"Kumar Pebble Park, Hadapsar, , Pune, Maharashtra",EducationalBuildings,10190000,08-05-2025,"Pimple Gurav, , Pune, Maharashtra",1200,
437,Khavinaya,9127601305,"Digambarwadi, Warje Malwadi, , Pune, Maharashtra",EducationalBuildings,11390000,8/13/2025,"Vijayshree co op housing society, Shahunagar, , Pune, Maharashtra",1650,
438,Khusbu,9129098015,"Silver Gardenia, Ravet, , Pune, Maharashtra",EducationalBuildings,9990000,8/21/2025,"Mamata housing society, , Pune, Maharashtra",1650,
439,Khushpreet,9195007085,"Dorabjee Classic, Koregaon Park, , Pune, Maharashtra",EducationalBuildings,976800,8/29/2025,"Seema Garden, Ramkrishna Paramhans Nagar, , Pune, Maharashtra",1650,
440,Kilimoli,9129364809,"shapura Society, Karve Nagar, , Pune, Maharashtra",EducationalBuildings,7590000,09-06-2025,"yash residency, Lullanagar, , Pune, Maharashtra",1650,
441,Kinjal,9923300081,"Neha Classic, Kondhwa Budruk, , Pune, Maharashtra",EducationalBuildings,448800,9/14/2025,"Shree Manibhadra Swapna Sankul, Pawana Nagar, , Pune, Maharashtra",1650,
442,Kiranmayi,9127280583,"Handball stedium, , Pune, Maharashtra",EducationalBuildings,9090000,9/22/2025,"Nyati Elan, Wagholi, , Pune, Maharashtra",1650,
443,Kirtana,9109704970,"Om Sadabahar Complex, Fatima Nagar, , Pune, Maharashtra",EducationalBuildings,1487640,9/30/2025,"Palm Atlantis, Wagholi, , Pune, Maharashtra",1650,
444,Kiruthika,9124971235,"RKD APARTMENT, Pimple Gurav, , Pune, Maharashtra",EducationalBuildings,15090000,10-08-2025,"Kolte Patil Downtown Beryl, Eon Free Zone , , Pune, Maharashtra",1650,
445,Kishori,9126482671,"Siddhi The Address, Moshi, , Pune, Maharashtra",EducationalBuildings,10190000,10/16/2025,"Taco housing, Somatne Phata, , Pune, Maharashtra",1650,
446,Knyashia,9126483421,"Goel Ganga Cypress, Tathawade, , Pune, Maharashtra",EducationalBuildings,9890000,10/24/2025,"Bhujbal Shivranjan Towers, Someshwarwadi, , Pune, Maharashtra",1650,
447,Kokila,9126481693,"Sadguru Park Apartment, Bibwewadi, , Pune, Maharashtra",EducationalBuildings,9890000,11-01-2025,"F5 Epic, Wagholi, , Pune, Maharashtra",1650,
448,Kongposh,9127264781,"Sadashiv Peth, , Pune, Maharashtra",EducationalBuildings,9480000,11-09-2025,"Megapolis Sunway, Hinjewadi, , Pune, Maharashtra",1650,
449,Kosi,9124786532,"Shivsagar City Phase 1, Anand Nagar, , Pune, Maharashtra",EducationalBuildings,14590000,11/17/2025,"Sunshine Residency, Pimpri Chinchwad, , Pune, Maharashtra",1650,
450,Kousumi,9124987645,"Venkatesh Oxy Evolve, Wagholi, , Pune, Maharashtra",EducationalBuildings,15780000,11/25/2025,"Kohinoor Majesty, Talegaon, , Pune, Maharashtra",1650,
451,Krandasi,9125726406,"Pride Long Island, Charholi, , Pune, Maharashtra",EducationalBuildings,11290000,12-03-2025,"Sun City, Anand Nagar, , Pune, Maharashtra",1650,
452,Krishika,9128422897,"Gaurinandan park, Shahunagar, , Pune, Maharashtra",EducationalBuildings,9480000,12-11-2025,"Pristine Prolife, Wakad, , Pune, Maharashtra",1650,
453,Krisla,9126729308,"The Omega Paradise Phase 1, Shankar Kalat Nagar, , Pune, Maharashtra",EducationalBuildings,9890000,12/19/2025,"Darode Jog Anupam, Navi Peth, , Pune, Maharashtra",1650,
454,Kriti,9125479301,"Shahu Colony, Karve Nagar, , Pune, Maharashtra",EducationalBuildings,11090000,12/27/2025,"Shree Balaji Paradise, Dhayari, , Pune, Maharashtra",1650,
455,Krupa,9125485267,"Kolte Patil 24K Glitterati, Pimple Nilakh, , Pune, Maharashtra",EducationalBuildings,11090000,01-04-2026,"Arambh Society, Wagholi, , Pune, Maharashtra",1650,
456,Kruthika,9129151793,"Ashtavinayak Aster, Wagholi, , Pune, Maharashtra",EducationalBuildings,8190000,01-12-2026,"Salisbury Park, , Pune, Maharashtra",1650,
457,Kshanika,9124382469,"Kondhwa Budruk, , Pune, Maharashtra",EducationalBuildings,12190000,1/20/2026,"Bravuria Society, Baner, , Pune, Maharashtra",1650,
458,Kshirja,9125336549,"Laxmi Heights, Wakad, Wakad, , Pune, Maharashtra",EducationalBuildings,12190000,1/28/2026,"Hari Om Heights, Wadgaon Budruk, , Pune, Maharashtra",1650,
459,Kshyanika,9124386294,"Ganga Florentina, NIBM, , Pune, Maharashtra",EducationalBuildings,12090000,02-05-2026,"Yash Platinum, Dhayari, , Pune, Maharashtra",1650,
460,Kullali,9125338526,"ashwapt nal stop, Karve Road, , Pune, Maharashtra",EducationalBuildings,12190000,2/13/2026,"Aishwaryam Courtyard, Chikhali, , Pune, Maharashtra",1650,
461,Kumudini,9124387509,"Kalewadi Phata, , Pune, Maharashtra",EducationalBuildings,12190000,2/21/2026,"Green Hive Apartments, Bekrai Nagar, , Pune, Maharashtra",1650,
462,Kundini,9124389163,"Mahindra Antheia, Pimpri Chinchwad, , Pune, Maharashtra",EducationalBuildings,12090000,03-01-2026,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",1650,
463,Kunjika,9124389761,"samrath classic, Katraj, , Pune, Maharashtra",EducationalBuildings,12090000,03-09-2026,"Vaishnavi Sahil Heights, Pimple Nilakh, , Pune, Maharashtra",1650,
464,Kurangi,9125428611,"Mirchandani Bellagio, Undri, , Pune, Maharashtra",EducationalBuildings,12090000,3/17/2026,"Asles, Triveni nagar, , Pune, Maharashtra",1650,
465,Kushali,9127228667,"Pimple Gurav, , Pune, Maharashtra",EducationalBuildings,12090000,3/25/2026,"Shivani Residency, Balewadi, , Pune, Maharashtra",1650,
466,Kusumavati,9124395716,"Vijayshree co op housing society, Shahunagar, , Pune, Maharashtra",EducationalBuildings,12090000,04-02-2026,"sadanand society, Karve Nagar, , Pune, Maharashtra",1650,
467,Kuvira,9124459752,"Mamata housing society, , Pune, Maharashtra",EducationalBuildings,12090000,04-10-2026,"Gulmohar Terrace, Lullanagar, , Pune, Maharashtra",1650,
468,Kyvalya,9192454563,"Seema Garden, Ramkrishna Paramhans Nagar, , Pune, Maharashtra",EducationalBuildings,12090000,4/18/2026,"Magarpatta City Jasminium, Magarpatta, , Pune, Maharashtra",1650,
469,Kaanjana,9195008892,"yash residency, Lullanagar, , Pune, Maharashtra",EducationalBuildings,12090000,4/26/2026,"Nyati Ebony, Mohamadwadi, , Pune, Maharashtra",1650,
470,Kaarniga,9129098218,"Shree Manibhadra Swapna Sankul, Pawana Nagar, , Pune, Maharashtra",EducationalBuildings,12090000,05-04-2026,"On Request, Prabhat Road, , Pune, Maharashtra",1650,
471,Kaarthisa,9122885271,"Nyati Elan, Wagholi, , Pune, Maharashtra",EducationalBuildings,12090000,05-12-2026,"Renuka Residency, New Sanghvi, , Pune, Maharashtra",1650,
472,Kaarvili,9123781657,"Palm Atlantis, Wagholi, , Pune, Maharashtra",EducationalBuildings,12090000,5/20/2026,"Kumar Primavera, Sainath Nagar, , Pune, Maharashtra",1650,
473,Kaavaery,9123781657,"Kolte Patil Downtown Beryl, Eon Free Zone , , Pune, Maharashtra",EducationalBuildings,12090000,5/28/2026,"Bhandari Swaraj, Moshi, , Pune, Maharashtra",1650,
474,Kaaviri,9123781657,"Taco housing, Somatne Phata, , Pune, Maharashtra",EducationalBuildings,12090000,06-05-2026,"Mantra Fifth Avenue, Hadapsar, , Pune, Maharashtra",1650,
475,Kaaviyasri,9123781657,"Bhujbal Shivranjan Towers, Someshwarwadi, , Pune, Maharashtra",EducationalBuildings,12090000,6/13/2026,"Kharadi, , Pune, Maharashtra",1650,
476,Adhisheshan,9125873016,"Atul Westernhills, Baner-Sus, , Pune, Maharashtra",IndustrialBuildings,14480000,4/28/2024,"Sukhwani Dynasty Phase 2, Wakad, , Pune, Maharashtra",1000,
477,Adhvaith,9121760200,"On Request, Bibwewadi, , Pune, Maharashtra",IndustrialBuildings,135000000,12/16/2023,"Parkons Panacea, Wanwadi, , Pune, Maharashtra",1000,
478,Adithevan,9121007476,"AG West One, Wakad, , Pune, Maharashtra",IndustrialBuildings,340000000,10-12-2023,"Sudarshan Nagar, , Pune, Maharashtra",1000,
479,Adityansu,9120507565,"Mahesh Society, Bibwewadi, , Pune, Maharashtra",IndustrialBuildings,7200000,08-11-2023,"Chintan Kudale Patil Plaza, Dhayari, , Pune, Maharashtra",1000,
480,Sathiyash,9121138217,"Geras Song Of Joy, Kharadi, , Pune, Maharashtra",IndustrialBuildings,100000000,9/16/2023,"Vishrant Housing Society, Vishrantwadi, , Pune, Maharashtra",1000,
481,Sathyan,9122726200,"Ornate Park, Shivtirth Nagar, , Pune, Maharashtra",IndustrialBuildings,70000000,08-02-2023,"Siddhivinayak Pollens Residences, Hadapsar, , Pune, Maharashtra",1000,
482,Sathyapragash,9121200328,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",IndustrialBuildings,184000000,9/16/2023,"Kashikapdi Puram, Kothrud, , Pune, Maharashtra",1600,
483,Pirathaaban,9123663661,"Anand Apartments 2, Mamta Nagar, , Pune, Maharashtra",IndustrialBuildings,70000000,6/15/2023,"Jyoti Park, Dhankawadi, , Pune, Maharashtra",1600,
484,Pitambari,9127444027,"Kharadi, , Pune, Maharashtra",IndustrialBuildings,13000000,06-12-2024,"Goel Ganga Orchard, Koregaon Park Annexe, , Pune, Maharashtra",1600,
485,Polu,9120411581,"Hill Shire, Wagholi, , Pune, Maharashtra",IndustrialBuildings,6300000,7/29/2023,"Aakruti Hubtown Country Wood, Kondhwa, , Pune, Maharashtra",1600,
486,Ponkumaran,9120149514,"nul, Bhagwan Nagar, , Pune, Maharashtra",IndustrialBuildings,12000000,9/16/2023,"Marvel Cerise, Tulaja Bhawani Nagar, , Pune, Maharashtra",1600,
487,Geethamie,9122121243,"Vasant Vihar APPTT, Bibvewadi Kondhwa Road, , Pune, Maharashtra",IndustrialBuildings,124000000,7/28/2023,"Regency Orion, Baner, , Pune, Maharashtra",1600,
488,Geethavani,9120799082,"Samrat Heights, Sukhsagar Nagar, , Pune, Maharashtra",IndustrialBuildings,6600000,8/19/2023,"TCG The Cliff Garden, Phase-3 Hinjewadi , , Pune, Maharashtra",1600,
489,Genelia,9120139507,"Wadgaon Sheri, , Pune, Maharashtra",IndustrialBuildings,6700000,4/22/2023,"SMP Siddhivinayak Angan, Hadapsar, , Pune, Maharashtra",1600,
490,Gethana,9124790721,"Duville Riverdale Heights, Kharadi, , Pune, Maharashtra",IndustrialBuildings,12500000,08-05-2023,"Rohan Abhilasha, Wagholi, , Pune, Maharashtra",1600,
491,Ghaya,9124879011,"Magarpatta Heliconia, Magarpatta, , Pune, Maharashtra",IndustrialBuildings,12800000,5/16/2023,"H M Royale, Kondhwa Budruk, , Pune, Maharashtra",1600,
492,Giricharah,9123859266,"VM Vishwavihar, Ambegaon, , Pune, Maharashtra",IndustrialBuildings,14600000,7/21/2023,"Raj Aparment, Anand Nagar, , Pune, Maharashtra",1600,
493,Girushani,9125302580,"Aple Ghar Society, Tulaja Bhawani Nagar, , Pune, Maharashtra",IndustrialBuildings,18750000,11-01-2023,"Hermes Heritage, Shastri Nagar, , Pune, Maharashtra",1600,
494,Gnagi,9120606092,"Park Express, Balewadi, , Pune, Maharashtra",IndustrialBuildings,16890000,11/25/2023,"Gokul Nagar, , Pune, Maharashtra",1600,
495,Gnarubi,9120507760,"Saartthi Sovereign, Hinjewadi Phase 2, , Pune, Maharashtra",IndustrialBuildings,11950000,2/22/2023,"Hrishabh Apartment , Ubale Nagar, , Pune, Maharashtra",1600,
496,Gobineshwary,9120047076,"Magarpatta Annex, Magarpatta, , Pune, Maharashtra",IndustrialBuildings,14600000,3/31/2023,"Kumar Periwinkle, Raghavendra Nagar, , Pune, Maharashtra",1600,
497,Gohila,9120061585,"Yellow Bloosom, Nigade Nagar, , Pune, Maharashtra",IndustrialBuildings,10090000,8/31/2023,"Puranik Aldea Anexo, Baner, , Pune, Maharashtra",1600,
498,Gokulasri,9127569584,"Varanasi Society, Warje, , Pune, Maharashtra",IndustrialBuildings,8390000,8/23/2023,"Dreams Elina, Satav Nagar, , Pune, Maharashtra",1600,
499,Gopikashree,9911008794,"Dwarka Sai Wonder Phase 2, Pimple Saudagar, , Pune, Maharashtra",IndustrialBuildings,152460,10/31/2023,"Brahma Estate, Kondhwa, , Pune, Maharashtra",1600,
500,Gouritha,9120049979,"Megapolis Sparklet, Phase-3 Hinjewadi , , Pune, Maharashtra",IndustrialBuildings,12450000,9/30/2023,"Aishwarya lakshmi Wagholi, Wagholi, , Pune, Maharashtra",1600,
501,Govina,9914505031,"ayodhya nagari, Aundh, , Pune, Maharashtra",IndustrialBuildings,316160,9/30/2023,"Krishnaraj Balaji Nakshatra, Kasar Amboli, , Pune, Maharashtra",1600,
502,Gowmini,9914444703,"The Construction Shriram Nagari, Katraj, , Pune, Maharashtra",IndustrialBuildings,690000,7/30/2023,"Gaikwad Saptarang Aakash, Tukai Nagar, , Pune, Maharashtra",1600,
503,Gowrathi,9122881394,"Lohegaon, , Pune, Maharashtra",IndustrialBuildings,31390000,9/30/2023,"Gagan Avenue, Ambedkar Nagar, , Pune, Maharashtra",1600,
504,Gowrmika,9129446099,"Gopiram Radhey Heights, Ravet, , Pune, Maharashtra",IndustrialBuildings,11490000,7/30/2023,"Rohan Abhilasha, Wagholi, , Pune, Maharashtra",1600,
505,Gowshikka,9923400059,"Sukhwani Dynasty Phase 2, Wakad, , Pune, Maharashtra",IndustrialBuildings,421080,8/31/2023,"Malhar Apartments, Khese Park, , Pune, Maharashtra",1600,
506,Gowtha,9128759535,"Parkons Panacea, Wanwadi, , Pune, Maharashtra",IndustrialBuildings,15490000,9/30/2023,"mont vert avino, Pashan-Sus Road, , Pune, Maharashtra",1600,
507,Grace,9129975150,"Sudarshan Nagar, , Pune, Maharashtra",IndustrialBuildings,12390000,09-06-2023,"Magarpatta City Iris, Magarpatta, , Pune, Maharashtra",1600,
508,Grija,9193768900,"Chintan Kudale Patil Plaza, Dhayari, , Pune, Maharashtra",IndustrialBuildings,890000,9/14/2023,"Bhandari Nea Plus, Baner-Sus, , Pune, Maharashtra",1600,
509,Gunani,9126128409,"Vishrant Housing Society, Vishrantwadi, , Pune, Maharashtra",IndustrialBuildings,12290000,9/22/2023,"On Request, Postal Colony, , Pune, Maharashtra",1600,
510,Gunawathi,9128042787,"Siddhivinayak Pollens Residences, Hadapsar, , Pune, Maharashtra",IndustrialBuildings,11690000,9/30/2023,"Wadgaon Sheri, Wadgaon Sheri, , Pune, Maharashtra",1800,
511,Guyani,9923260026,"Kashikapdi Puram, Kothrud, , Pune, Maharashtra",IndustrialBuildings,435600,10-08-2023,"GK Rose Valley, Pimple Saudagar, , Pune, Maharashtra",1800,
512,Haasita,9108737475,"Jyoti Park, Dhankawadi, , Pune, Maharashtra",IndustrialBuildings,1828282,10/16/2023,"Kunal Nakshatram, Chinchwad, , Pune, Maharashtra",1800,
513,Haith,9108567567,"Goel Ganga Orchard, Koregaon Park Annexe, , Pune, Maharashtra",IndustrialBuildings,1351020,10/24/2023,"Vishrantwadi, , Pune, Maharashtra",1800,
514,Hamreet,9108538685,"Aakruti Hubtown Country Wood, Kondhwa, , Pune, Maharashtra",IndustrialBuildings,724622,11-01-2023,"RK Lunkad Rainbow Apartment , Wakad, , Pune, Maharashtra",1800,
515,Hamsavahini,9107491314,"Marvel Cerise, Tulaja Bhawani Nagar, , Pune, Maharashtra",IndustrialBuildings,702324,11-09-2023,"Kumar park insinia, Bhekrai Nagar, , Pune, Maharashtra",1800,
516,Hamsini,9199542322,"Regency Orion, Baner, , Pune, Maharashtra",IndustrialBuildings,600600,11/17/2023,"Vilas Javdekar Palash Boulevard, Pirangut, , Pune, Maharashtra",1800,
517,Jihani,9104824344,"TCG The Cliff Garden, Phase-3 Hinjewadi , , Pune, Maharashtra",IndustrialBuildings,702324,11/25/2023,"Gitai angan ,waghere Colony no.4, , Pune, Maharashtra",1800,
518,Jinesha,9120449973,"SMP Siddhivinayak Angan, Hadapsar, , Pune, Maharashtra",IndustrialBuildings,8750000,12-03-2023,"Phursungi, , Pune, Maharashtra",1800,
519,Jintha,9100893031,"Rohan Abhilasha, Wagholi, , Pune, Maharashtra",IndustrialBuildings,702324,12-11-2023,"Kolte Patil Mount Castle, Wagholi, , Pune, Maharashtra",1800,
520,Jishmol,9100799091,"H M Royale, Kondhwa Budruk, , Pune, Maharashtra",IndustrialBuildings,702324,12/19/2023,"The Omega Paradise Phase 1, Shankar Kalat Nagar, , Pune, Maharashtra",1800,
521,Jiveethah,9125444857,"Raj Aparment, Anand Nagar, , Pune, Maharashtra",IndustrialBuildings,15890000,12/27/2023,"Sanjeevani Apartments, Thergaon, , Pune, Maharashtra",1800,
522,Johana,9109720010,"Hermes Heritage, Shastri Nagar, , Pune, Maharashtra",IndustrialBuildings,813806,01-04-2024,"Lunkad Zodiac, Mhada Colony, , Pune, Maharashtra",1800,
523,Jonakhi,9108780010,"Gokul Nagar, , Pune, Maharashtra",IndustrialBuildings,813806,01-12-2024,"Tara Heights, Loni Kalbhor, , Pune, Maharashtra",1800,
524,Joshigaa,9126643756,"Hrishabh Apartment , Ubale Nagar, , Pune, Maharashtra",IndustrialBuildings,10090000,1/20/2024,"Ganga Glitz Shine, NIBM, , Pune, Maharashtra",1800,
525,Josmitha,9929292169,"Kumar Periwinkle, Raghavendra Nagar, , Pune, Maharashtra",IndustrialBuildings,435600,1/28/2024,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",1800,
526,Jothilakshmi,9120171914,"Puranik Aldea Anexo, Baner, , Pune, Maharashtra",IndustrialBuildings,12350000,02-05-2024,"Magarpatta City, Hadapsar, , Pune, Maharashtra",1800,
527,Jothiswaroopa,9127226272,"Dreams Elina, Satav Nagar, , Pune, Maharashtra",IndustrialBuildings,33350000,2/13/2024,"ganesh nagar , wadgaon sheri, , Pune, Maharashtra",1800,
528,Joyal,9127791171,"Brahma Estate, Kondhwa, , Pune, Maharashtra",IndustrialBuildings,18090000,2/21/2024,"Brahma Residency , jai bhawani nagar, , Pune, Maharashtra",1800,
529,Juhitha,9124876508,"Aishwarya lakshmi Wagholi, Wagholi, , Pune, Maharashtra",IndustrialBuildings,13890000,2/29/2024,"Royal Star Vie, Moshi, , Pune, Maharashtra",1300,
530,Jurilaya,9190959895,"Krishnaraj Balaji Nakshatra, Kasar Amboli, , Pune, Maharashtra",IndustrialBuildings,1292280,03-08-2024,"Eiffel City, Chakan, , Pune, Maharashtra",1300,
531,Juvena,9129932112,"Gaikwad Saptarang Aakash, Tukai Nagar, , Pune, Maharashtra",IndustrialBuildings,13490000,3/16/2024,"Alandi Road Bhosari, , Pune, Maharashtra",1300,
532,Kaajal,9106526665,"Gagan Avenue, Ambedkar Nagar, , Pune, Maharashtra",IndustrialBuildings,819720,3/24/2024,"Kasturi Apostrophe 2, Shankar Kalat Nagar, , Pune, Maharashtra",1300,
533,Kaamada,9126989296,"Rohan Abhilasha, Wagholi, , Pune, Maharashtra",IndustrialBuildings,16890000,04-01-2024,"Laxmi Nagar, , Pune, Maharashtra",1300,
534,Kaamma,9126888983,"Malhar Apartments, Khese Park, , Pune, Maharashtra",IndustrialBuildings,22790000,04-09-2024,"Shantiben Apartment, Vishrantwadi, , Pune, Maharashtra",1300,
535,Kaanti,9125830818,"mont vert avino, Pashan-Sus Road, , Pune, Maharashtra",IndustrialBuildings,12890000,4/17/2024,"BU Bhandari Rakshak Nagar, Kharadi, , Pune, Maharashtra",1300,
536,Kaashi,9128104107,"Magarpatta City Iris, Magarpatta, , Pune, Maharashtra",IndustrialBuildings,17290000,4/25/2024,"Windows CHS, Pashan-Sus Road, , Pune, Maharashtra",1300,
537,Kaaviya,9125605440,"Bhandari Nea Plus, Baner-Sus, , Pune, Maharashtra",IndustrialBuildings,17390000,05-03-2024,"Shree Laxmi Dham, Sutarwadi, , Pune, Maharashtra",1300,
538,Kadalnila,9192095596,"On Request, Postal Colony, , Pune, Maharashtra",IndustrialBuildings,268982,05-11-2024,"woods villa, Moshi, , Pune, Maharashtra",1300,
539,Kaetharagowri,9129170756,"Wadgaon Sheri, Wadgaon Sheri, , Pune, Maharashtra",IndustrialBuildings,9790000,5/19/2024,"Vishrantvadi Lokpriya Nagari, Vishrantwadi, , Pune, Maharashtra",1300,
540,Kairavi,9192015326,"GK Rose Valley, Pimple Saudagar, , Pune, Maharashtra",IndustrialBuildings,268982,5/27/2024,"Panchshil One North, Hadapsar, , Pune, Maharashtra",1300,
541,Kajali,9192094762,"Kunal Nakshatram, Chinchwad, , Pune, Maharashtra",IndustrialBuildings,268982,06-04-2024,"DSK Gandhakosh, Baner, , Pune, Maharashtra",1300,
542,Kajasuba,9192207281,"Vishrantwadi, , Pune, Maharashtra",IndustrialBuildings,337952,06-12-2024,"JP Paradise, Wadgaon Sheri, , Pune, Maharashtra",1300,
543,Kakshi,9192263259,"RK Lunkad Rainbow Apartment , Wakad, , Pune, Maharashtra",IndustrialBuildings,227600,6/20/2024,"Raviraj Florentine Villas, Sopan Baug, , Pune, Maharashtra",1300,
544,Kalaichoolai,9192366817,"Kumar park insinia, Bhekrai Nagar, , Pune, Maharashtra",IndustrialBuildings,227600,6/28/2024,"shiv aaradhana society, Bhekrai Nagar, , Pune, Maharashtra",1300,
545,Kalaimugil,9192588722,"Vilas Javdekar Palash Boulevard, Pirangut, , Pune, Maharashtra",IndustrialBuildings,213806,07-06-2024,"Pharande Puneville, Punawale, , Pune, Maharashtra",1300,
546,Kalaipollil,9192031709,"Gitai angan ,waghere Colony no.4, , Pune, Maharashtra",IndustrialBuildings,268982,7/14/2024,"Shree Hans garden Dhanori pune, Dhanori Rd, , Pune, Maharashtra",1300,
547,Kalaipuyal,9192057380,"Phursungi, , Pune, Maharashtra",IndustrialBuildings,337952,7/22/2024,"On Request, Parvati Paytha, , Pune, Maharashtra",1300,
548,Kalaka,9192097612,"Kolte Patil Mount Castle, Wagholi, , Pune, Maharashtra",IndustrialBuildings,255188,7/30/2024,"Mahesh Society, Bibwewadi, , Pune, Maharashtra",1300,
549,Kalarani,9192203583,"The Omega Paradise Phase 1, Shankar Kalat Nagar, , Pune, Maharashtra",IndustrialBuildings,337952,08-07-2024,"Defence R And D CHS, Vishrantwadi, , Pune, Maharashtra",1300,
